"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 10:55:33 GMT 2022","Wed Nov 30 10:55:35 GMT 2022","1556","Suite","chrome","com.dotdash.LoginTests","com.dotdash.LoginTests","mustFailLogin","mustFailLogin",""
"passed","Wed Nov 30 10:55:01 GMT 2022","Wed Nov 30 10:55:02 GMT 2022","919","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldTypeInJsAlert","shouldTypeInJsAlert",""
"passed","Wed Nov 30 10:55:21 GMT 2022","Wed Nov 30 10:55:22 GMT 2022","1047","Suite","chrome","com.dotdash.DropdownTests","com.dotdash.DropdownTests","shouldSelectFirstOption","shouldSelectFirstOption",""
"passed","Wed Nov 30 10:55:29 GMT 2022","Wed Nov 30 10:55:30 GMT 2022","1029","Suite","chrome","com.dotdash.MouseHoverTests","com.dotdash.MouseHoverTests","shouldSeeHoveredInformation","shouldSeeHoveredInformation",""
"passed","Wed Nov 30 10:55:03 GMT 2022","Wed Nov 30 10:55:04 GMT 2022","745","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldShowJSAlert","shouldShowJSAlert",""
"passed","Wed Nov 30 10:55:26 GMT 2022","Wed Nov 30 10:55:27 GMT 2022","853","Suite","chrome","com.dotdash.DropdownTests","com.dotdash.DropdownTests","shouldSelectSecondOption","shouldSelectSecondOption",""
"passed","Wed Nov 30 10:54:53 GMT 2022","Wed Nov 30 10:54:55 GMT 2022","1188","Suite","chrome","com.dotdash.DragAndDropTests","com.dotdash.DragAndDropTests","shouldSwitchSquares","shouldSwitchSquares",""
"passed","Wed Nov 30 10:55:14 GMT 2022","Wed Nov 30 10:55:26 GMT 2022","11444","Suite","chrome","com.dotdash.DynamicControlTests","com.dotdash.DynamicControlTests","shouldRemoveAndAddCheckbox","shouldRemoveAndAddCheckbox",""
"passed","Wed Nov 30 10:55:11 GMT 2022","Wed Nov 30 10:55:18 GMT 2022","7689","Suite","chrome","com.dotdash.JavaScriptErrorTests","com.dotdash.JavaScriptErrorTests","shouldValidateError","shouldValidateError",""
"passed","Wed Nov 30 10:54:46 GMT 2022","Wed Nov 30 10:54:49 GMT 2022","2754","Suite","chrome","com.dotdash.FileUploadTests","com.dotdash.FileUploadTests","shouldUploadFile","shouldUploadFile",""
"passed","Wed Nov 30 10:54:50 GMT 2022","Wed Nov 30 10:54:55 GMT 2022","5281","Suite","chrome","com.dotdash.CheckboxesTest","com.dotdash.CheckboxesTest","mustCheckAndUncheckSecondCheckbox","mustCheckAndUncheckSecondCheckbox",""
"passed","Wed Nov 30 10:55:39 GMT 2022","Wed Nov 30 10:55:48 GMT 2022","8533","Suite","chrome","com.dotdash.DynamicLoadingTests","com.dotdash.DynamicLoadingTests","shouldSeeHelloWorld","shouldSeeHelloWorld",""
"passed","Wed Nov 30 10:55:38 GMT 2022","Wed Nov 30 10:55:40 GMT 2022","2801","Suite","chrome","com.dotdash.DynamicContentTests","com.dotdash.DynamicContentTests","contentShouldNotBeTheSame","contentShouldNotBeTheSame",""
"passed","Wed Nov 30 10:55:41 GMT 2022","Wed Nov 30 10:55:43 GMT 2022","1067","Suite","chrome","com.dotdash.ContextMenuTests","com.dotdash.ContextMenuTests","shouldOpenAlertAfterRightClick","shouldOpenAlertAfterRightClick",""
"passed","Wed Nov 30 10:55:32 GMT 2022","Wed Nov 30 10:55:35 GMT 2022","3268","Suite","chrome","com.dotdash.LoginTests","com.dotdash.LoginTests","mustLoginSuccessfully","mustLoginSuccessfully",""
"passed","Wed Nov 30 10:55:12 GMT 2022","Wed Nov 30 10:55:20 GMT 2022","7183","Suite","chrome","com.dotdash.IframeTests","com.dotdash.IframeTests","shouldBeAbleToTypeOnIframe","shouldBeAbleToTypeOnIframe",""
"passed","Wed Nov 30 10:55:08 GMT 2022","Wed Nov 30 10:55:15 GMT 2022","7384","Suite","chrome","com.dotdash.DynamicControlTests","com.dotdash.DynamicControlTests","shouldEnableAndDisableButton","shouldEnableAndDisableButton",""
"passed","Wed Nov 30 10:55:24 GMT 2022","Wed Nov 30 10:55:25 GMT 2022","856","Suite","chrome","com.dotdash.FloatingMenuTests","com.dotdash.FloatingMenuTests","shouldSeeFloatingMenuWhenScroll","shouldSeeFloatingMenuWhenScroll",""
"passed","Wed Nov 30 10:54:47 GMT 2022","Wed Nov 30 10:54:52 GMT 2022","4819","Suite","chrome","com.dotdash.NotificationMessageTests","com.dotdash.NotificationMessageTests","shouldValidateNotificationMessage","shouldValidateNotificationMessage",""
"passed","Wed Nov 30 10:55:05 GMT 2022","Wed Nov 30 10:55:06 GMT 2022","850","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldConfirmJsAlert","shouldConfirmJsAlert",""
"passed","Wed Nov 30 10:55:44 GMT 2022","Wed Nov 30 10:55:50 GMT 2022","5954","Suite","chrome","com.dotdash.FileDownloadTests","com.dotdash.FileDownloadTests","shouldDownloadFile","shouldDownloadFile",""
"passed","Wed Nov 30 10:54:58 GMT 2022","Wed Nov 30 10:54:59 GMT 2022","828","Suite","chrome","com.dotdash.OpenInNewTabTests","com.dotdash.OpenInNewTabTests","shouldSeeTextInSwitchedTab","shouldSeeTextInSwitchedTab",""
