"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 11:13:30 GMT 2022","Wed Nov 30 11:13:31 GMT 2022","1210","Suite","chrome","com.dotdash.DropdownTests","com.dotdash.DropdownTests","shouldSelectFirstOption","shouldSelectFirstOption",""
"passed","Wed Nov 30 11:13:12 GMT 2022","Wed Nov 30 11:13:13 GMT 2022","749","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldTypeInJsAlert","shouldTypeInJsAlert",""
"passed","Wed Nov 30 11:12:53 GMT 2022","Wed Nov 30 11:12:57 GMT 2022","3837","Suite","chrome","com.dotdash.CheckboxesTest","com.dotdash.CheckboxesTest","mustCheckAndUncheckSecondCheckbox","mustCheckAndUncheckSecondCheckbox",""
"passed","Wed Nov 30 11:13:19 GMT 2022","Wed Nov 30 11:13:22 GMT 2022","3257","Suite","chrome","com.dotdash.IframeTests","com.dotdash.IframeTests","shouldBeAbleToTypeOnIframe","shouldBeAbleToTypeOnIframe",""
"passed","Wed Nov 30 11:13:48 GMT 2022","Wed Nov 30 11:13:48 GMT 2022","849","Suite","chrome","com.dotdash.ContextMenuTests","com.dotdash.ContextMenuTests","shouldOpenAlertAfterRightClick","shouldOpenAlertAfterRightClick",""
"passed","Wed Nov 30 11:12:58 GMT 2022","Wed Nov 30 11:13:02 GMT 2022","3123","Suite","chrome","com.dotdash.NotificationMessageTests","com.dotdash.NotificationMessageTests","shouldValidateNotificationMessage","shouldValidateNotificationMessage",""
"passed","Wed Nov 30 11:13:36 GMT 2022","Wed Nov 30 11:13:38 GMT 2022","2550","Suite","chrome","com.dotdash.FloatingMenuTests","com.dotdash.FloatingMenuTests","shouldSeeFloatingMenuWhenScroll","shouldSeeFloatingMenuWhenScroll",""
"passed","Wed Nov 30 11:13:40 GMT 2022","Wed Nov 30 11:13:41 GMT 2022","1095","Suite","chrome","com.dotdash.MouseHoverTests","com.dotdash.MouseHoverTests","shouldSeeHoveredInformation","shouldSeeHoveredInformation",""
"passed","Wed Nov 30 11:13:25 GMT 2022","Wed Nov 30 11:13:28 GMT 2022","2685","Suite","chrome","com.dotdash.JavaScriptErrorTests","com.dotdash.JavaScriptErrorTests","shouldValidateError","shouldValidateError",""
"passed","Wed Nov 30 11:13:07 GMT 2022","Wed Nov 30 11:13:10 GMT 2022","3268","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldConfirmJsAlert","shouldConfirmJsAlert",""
"passed","Wed Nov 30 11:13:23 GMT 2022","Wed Nov 30 11:13:33 GMT 2022","10002","Suite","chrome","com.dotdash.DynamicControlTests","com.dotdash.DynamicControlTests","shouldEnableAndDisableButton","shouldEnableAndDisableButton",""
"passed","Wed Nov 30 11:13:21 GMT 2022","Wed Nov 30 11:13:30 GMT 2022","9579","Suite","chrome","com.dotdash.DynamicControlTests","com.dotdash.DynamicControlTests","shouldRemoveAndAddCheckbox","shouldRemoveAndAddCheckbox",""
"passed","Wed Nov 30 11:13:09 GMT 2022","Wed Nov 30 11:13:10 GMT 2022","1456","Suite","chrome","com.dotdash.OpenInNewTabTests","com.dotdash.OpenInNewTabTests","shouldSeeTextInSwitchedTab","shouldSeeTextInSwitchedTab",""
"passed","Wed Nov 30 11:13:55 GMT 2022","Wed Nov 30 11:14:01 GMT 2022","6001","Suite","chrome","com.dotdash.DynamicLoadingTests","com.dotdash.DynamicLoadingTests","shouldSeeHelloWorld","shouldSeeHelloWorld",""
"passed","Wed Nov 30 11:13:44 GMT 2022","Wed Nov 30 11:13:45 GMT 2022","1217","Suite","chrome","com.dotdash.LoginTests","com.dotdash.LoginTests","mustLoginSuccessfully","mustLoginSuccessfully",""
"passed","Wed Nov 30 11:13:50 GMT 2022","Wed Nov 30 11:13:58 GMT 2022","7883","Suite","chrome","com.dotdash.FileDownloadTests","com.dotdash.FileDownloadTests","shouldDownloadFile","shouldDownloadFile",""
"passed","Wed Nov 30 11:13:32 GMT 2022","Wed Nov 30 11:13:33 GMT 2022","939","Suite","chrome","com.dotdash.DropdownTests","com.dotdash.DropdownTests","shouldSelectSecondOption","shouldSelectSecondOption",""
"passed","Wed Nov 30 11:13:52 GMT 2022","Wed Nov 30 11:13:54 GMT 2022","1949","Suite","chrome","com.dotdash.DynamicContentTests","com.dotdash.DynamicContentTests","contentShouldNotBeTheSame","contentShouldNotBeTheSame",""
"passed","Wed Nov 30 11:13:17 GMT 2022","Wed Nov 30 11:13:19 GMT 2022","2366","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldShowJSAlert","shouldShowJSAlert",""
"passed","Wed Nov 30 11:13:03 GMT 2022","Wed Nov 30 11:13:04 GMT 2022","1202","Suite","chrome","com.dotdash.CheckboxesTest","com.dotdash.CheckboxesTest","mustCheckAndUncheckFirstCheckbox","mustCheckAndUncheckFirstCheckbox",""
"passed","Wed Nov 30 11:13:37 GMT 2022","Wed Nov 30 11:13:41 GMT 2022","3944","Suite","chrome","com.dotdash.LoginTests","com.dotdash.LoginTests","mustFailLogin","mustFailLogin",""
"passed","Wed Nov 30 11:12:56 GMT 2022","Wed Nov 30 11:12:59 GMT 2022","3212","Suite","chrome","com.dotdash.FileUploadTests","com.dotdash.FileUploadTests","shouldUploadFile","shouldUploadFile",""
"passed","Wed Nov 30 11:13:01 GMT 2022","Wed Nov 30 11:13:04 GMT 2022","3262","Suite","chrome","com.dotdash.DragAndDropTests","com.dotdash.DragAndDropTests","shouldSwitchSquares","shouldSwitchSquares",""
